	sample	lambda
15	('ZLZNCLZ', 1, 'HMP2_J00840_1_ST_T0_B0_0120_ZLZNCLZ-01_AA31J.biom')	1.0
16	('ZLZNCLZ', 4, 'HMP2_J00841_1_ST_T0_B0_0120_ZLZNCLZ-1013_AA31J.biom')	1.0
17	('ZLYEM2C', 1, 'HMP2_J00842_1_ST_T0_B0_0122_ZLYEM2C-01_AA31J.biom')	1.0
18	('ZLYEM2C', 5, 'HMP2_J00843_1_ST_T0_B0_0122_ZLYEM2C-03_AA31J.biom')	1.0
19	('ZLYEM2C', 3, 'HMP2_J00844_1_ST_T0_B0_0122_ZLYEM2C-1011_AA31J.biom')	1.0
20	('ZLGD9M0', 1, 'HMP2_J00845_1_ST_T0_B0_0120_ZLGD9M0-05_AA31J.biom')	1.0
21	('ZLGD9M0', 6, 'HMP2_J00846_1_ST_T0_B0_0122_ZLGD9M0-07_AA31J.biom')	1.0
22	('ZLGD9M0', 3, 'HMP2_J00847_1_ST_T0_B0_0122_ZLGD9M0-1012_AA31J.biom')	1.0
23	('ZK112BX', 2, 'HMP2_J00849_1_NS_T0_B0_0120_ZLGD9M0-1014_AAH7B.biom')	1.0
24	('ZL9BTWF', 1, 'HMP2_J00850_1_ST_T0_B0_0122_ZL9BTWF-03_AA31J.biom')	1.0
25	('ZL9BTWF', 2, 'HMP2_J00851_1_ST_T0_B0_0122_ZL9BTWF-04_AA31J.biom')	1.0
26	('ZL9BTWF', 3, 'HMP2_J00852_1_ST_T0_B0_0122_ZL9BTWF-05_AA31J.biom')	1.0
27	('ZL9BTWF', 4, 'HMP2_J00853_1_ST_T0_B0_0122_ZL9BTWF-06_AA31J.biom')	1.0
28	('ZL9BTWF', 6, 'HMP2_J00854_1_ST_T0_B0_0122_ZL9BTWF-1012_AA31J.biom')	1.0
29	('ZL9BTWF', 7, 'HMP2_J00855_1_ST_T0_B0_0122_ZL9BTWF-1013_AA31J.biom')	1.0
30	('ZKVR426', 1, 'HMP2_J00856_1_ST_T0_B0_0122_ZKVR426-01_AA31J.biom')	1.0
31	('ZKVR426', 2, 'HMP2_J00857_1_ST_T0_B0_0120_ZKVR426-02_AA31J.biom')	1.0
32	('ZKVR426', 3, 'HMP2_J00858_1_ST_T0_B0_0120_ZKVR426-03_AA31J.biom')	1.0
33	('ZKVR426', 4, 'HMP2_J00859_1_ST_T0_B0_0122_ZKVR426-04_AA31J.biom')	1.0
34	('ZKVR426', 10, 'HMP2_J00860_1_ST_T0_B0_0122_ZKVR426-06_AA31J.biom')	1.0
35	('ZKVR426', 6, 'HMP2_J00861_1_ST_T0_B0_0122_ZKVR426-1012_AA31J.biom')	1.0
36	('ZKVR426', 7, 'HMP2_J00862_1_ST_T0_B0_0122_ZKVR426-1013_AA31J.biom')	1.0
37	('ZKVR426', 8, 'HMP2_J00863_1_ST_T0_B0_0122_ZKVR426-1014_AA31J.biom')	1.0
38	('ZKVR426', 9, 'HMP2_J00864_1_ST_T0_B0_0122_ZKVR426-1015_AA31J.biom')	1.0
39	('ZN0JE53', 1, 'HMP2_J00872_1_ST_T0_B0_0122_ZN0JE53-01_AA31J.biom')	1.0
40	('ZN0JE53', 2, 'HMP2_J00873_1_ST_T0_B0_0122_ZN0JE53-02_AA31J.biom')	1.0
41	('ZN0JE53', 3, 'HMP2_J00874_1_ST_T0_B0_0122_ZN0JE53-03_AA31J.biom')	1.0
42	('ZMBVNFM', 2, 'HMP2_J00876_1_ST_T0_B0_0120_ZMBVNFM-02_AA31J.biom')	1.0
43	('ZMBVNFM', 3, 'HMP2_J00877_1_ST_T0_B0_0120_ZMBVNFM-03_AA31J.biom')	1.0
44	('ZMBVNFM', 4, 'HMP2_J00878_1_ST_T0_B0_0120_ZMBVNFM-04_AA31J.biom')	1.0
45	('ZMBH10Z', 1, 'HMP2_J00879_1_ST_T0_B0_0122_ZMBH10Z-01_AA31J.biom')	1.0
46	('ZMBH10Z', 2, 'HMP2_J00880_1_ST_T0_B0_0122_ZMBH10Z-02_AA31J.biom')	1.0
47	('ZMBH10Z', 3, 'HMP2_J00881_1_ST_T0_B0_0122_ZMBH10Z-03_AA31J.biom')	1.0
48	('ZM7JY3G', 1, 'HMP2_J00882_1_ST_T0_B0_0122_ZM7JY3G-01_AA31J.biom')	1.0
49	('ZM7JY3G', 2, 'HMP2_J00883_1_ST_T0_B0_0122_ZM7JY3G-02_AA31J.biom')	1.0
50	('ZM7JY3G', 4, 'HMP2_J00884_1_ST_T0_B0_0122_ZM7JY3G-04_AA31J.biom')	1.0
51	('ZKFV71L', 1, 'HMP2_J00885_1_ST_T0_B0_0122_ZKFV71L-01_AA31J.biom')	1.0
52	('ZKFV71L', 2, 'HMP2_J00886_1_ST_T0_B0_0122_ZKFV71L-02_AA31J.biom')	1.0
53	('ZKFV71L', 4, 'HMP2_J00887_1_ST_T0_B0_0122_ZKFV71L-04_AA31J.biom')	1.0
54	('ZK4CK8Y', 2, 'HMP2_J00888_1_ST_T0_B0_0120_ZK4CK8Y-02_AA31J.biom')	1.0
55	('ZK4CK8Y', 3, 'HMP2_J00889_1_ST_T0_B0_0120_ZK4CK8Y-03_AA31J.biom')	1.0
56	('ZK4CK8Y', 4, 'HMP2_J00890_1_ST_T0_B0_0120_ZK4CK8Y-04_AA31J.biom')	1.0
57	('ZJTKAE3', 1, 'HMP2_J00891_1_ST_T0_B0_0122_ZJTKAE3-01_AA31J.biom')	1.0
58	('ZJTKAE3', 2, 'HMP2_J00892_1_ST_T0_B0_0122_ZJTKAE3-02_AA31J.biom')	1.0
59	('ZJTKAE3', 4, 'HMP2_J00893_1_ST_T0_B0_0122_ZJTKAE3-04_AA31J.biom')	1.0
60	('ZN9YTFN', 6, 'HMP2_J00894_1_ST_T0_B0_0120_ZN9YTFN-1015X_AA31J.biom')	1.0
61	('ZL9BTWF', 3, 'HMP2_J00895_1_ST_T0_B0_0120_ZL9BTWF-05X_AA31J.biom')	1.0
62	('ZN0JE53', 4, 'HMP2_J04182_1_ST_T0_B0_0122_ZN0JE53-04_AAH7B.biom')	1.0
63	('ZOZOW1T', 1, 'HMP2_J05379_1_ST_T0_B0_0120_ZOZOW1T-44ST_AAH7B.biom')	1.0
64	('ZOZOW1T', 3, 'HMP2_J05381_1_ST_T0_B0_0120_ZOZOW1T-48bST_AAH7B.biom')	1.0
65	('ZOZOW1T', 4, 'HMP2_J05383_1_ST_T0_B0_0120_ZOZOW1T-49ST_AAH7B.biom')	1.0
66	('ZOZOW1T', 5, 'HMP2_J05385_1_ST_T0_B0_0120_ZOZOW1T-53ST_AAH7B.biom')	1.0
67	('ZOZOW1T', 7, 'HMP2_J05387_1_ST_T0_B0_0120_ZOZOW1T-54bST_AAH7B.biom')	1.0
68	('ZOZOW1T', 6, 'HMP2_J05389_1_ST_T0_B0_0120_ZOZOW1T-54ST_AAH7B.biom')	1.0
69	('ZOZOW1T', 8, 'HMP2_J05391_1_ST_T0_B0_0120_ZOZOW1T-55ST_AAH7B.biom')	1.0
70	('ZOZOW1T', 9, 'HMP2_J05393_1_ST_T0_B0_0120_ZOZOW1T-56ST_AAH7B.biom')	1.0
71	('ZOZOW1T', 10, 'HMP2_J05395_1_ST_T0_B0_0120_ZOZOW1T-57ST_AAH7B.biom')	1.0
72	('ZOZOW1T', 11, 'HMP2_J05397_1_ST_T0_B0_0120_ZOZOW1T-58bST_AAH7B.biom')	1.0
73	('ZOZOW1T', 11, 'HMP2_J05399_1_ST_T0_B0_0120_ZOZOW1T-58ST_AAH7B.biom')	1.0
74	('ZOZOW1T', 13, 'HMP2_J05401_1_ST_T0_B0_0120_ZOZOW1T-59ST_AAH7B.biom')	1.0
75	('ZN9YTFN', 7, 'HMP2_J05404_1_ST_T0_B0_0120_ZN9YTFN-03_AAH7B.biom')	1.0
76	('ZMBH10Z', 4, 'HMP2_J05409_1_ST_T0_B0_0122_ZMBH10Z-04_AAH7B.biom')	1.0
77	('ZLZNCLZ', 7, 'HMP2_J05418_1_ST_T0_B0_0120_ZLZNCLZ-03_AAH7B.biom')	1.0
78	('ZLZNCLZ', 2, 'HMP2_J05420_1_ST_T0_B0_0120_ZLZNCLZ-1011_AAH7B.biom')	1.0
79	('ZLZNCLZ', 3, 'HMP2_J05422_1_ST_T0_B0_0122_ZLZNCLZ-1012_AAH7B.biom')	1.0
80	('ZLGD9M0', 5, 'HMP2_J05434_1_ST_T0_B0_0120_ZLGD9M0-1014_AA31J.biom')	1.0
81	('ZL9BTWF', 8, 'HMP2_J05437_1_ST_T0_B0_0122_ZL9BTWF-07_AAH7B.biom')	1.0
82	('ZK4CK8Y', 1, 'HMP2_J05447_1_ST_T0_B0_0120_ZK4CK8Y-01_AAH7B.biom')	1.0
83	('ZOZOW1T', 39, 'HMP2_J08148_1_ST_T0_B0_0120_ZOZOW1T-82_ACNUP.biom')	1.0
84	('ZOZOW1T', 40, 'HMP2_J08149_1_ST_T0_B0_0120_ZOZOW1T-83_ACNUP.biom')	1.0
85	('ZOZOW1T', 42, 'HMP2_J08150_1_ST_T0_B0_0120_ZOZOW1T-6011_ACNUP.biom')	1.0
86	('ZOZOW1T', 43, 'HMP2_J08151_1_ST_T0_B0_0120_ZOZOW1T-6011.1_ACNUP.biom')	1.0
87	('ZOZOW1T', 44, 'HMP2_J08152_1_ST_T0_B0_0120_ZOZOW1T-6011.2_ACNUP.biom')	1.0
88	('ZOZOW1T', 46, 'HMP2_J08153_1_ST_T0_B0_0120_ZOZOW1T-6012_ACNUP.biom')	1.0
89	('ZOZOW1T', 47, 'HMP2_J08154_1_ST_T0_B0_0120_ZOZOW1T-6012.1_ACNUP.biom')	1.0
90	('ZOZOW1T', 48, 'HMP2_J08155_1_ST_T0_B0_0120_ZOZOW1T-6012.2_ACNUP.biom')	1.0
91	('ZOZOW1T', 49, 'HMP2_J08156_1_ST_T0_B0_0120_ZOZOW1T-6013_ACNUP.biom')	1.0
92	('ZOZOW1T', 49, 'HMP2_J08157_1_ST_T0_B0_0120_ZOZOW1T-6013A_ACNUP.biom')	1.0
93	('ZOZOW1T', 51, 'HMP2_J08158_1_ST_T0_B0_0120_ZOZOW1T-6014_ACNUP.biom')	1.0
94	('ZOZOW1T', 57, 'HMP2_J08159_1_ST_T0_B0_0120_ZOZOW1T-6015_ACNUP.biom')	1.0
95	('ZOZOW1T', 58, 'HMP2_J08160_1_ST_T0_B0_0120_ZOZOW1T-6015.1_ACNUP.biom')	1.0
96	('ZOZOW1T', 59, 'HMP2_J08161_1_ST_T0_B0_0120_ZOZOW1T-6015.2A_ACNUP.biom')	1.0
97	('ZOZOW1T', 59, 'HMP2_J08162_1_ST_T0_B0_0120_ZOZOW1T-6015.2B_ACNUP.biom')	1.0
98	('ZOZOW1T', 60, 'HMP2_J08163_1_ST_T0_B0_0120_ZOZOW1T-6016_ACNUP.biom')	1.0
99	('ZOZOW1T', 61, 'HMP2_J08164_1_ST_T0_B0_0120_ZOZOW1T-6016.1_ACNUP.biom')	1.0
100	('ZOZOW1T', 62, 'HMP2_J08165_1_ST_T0_B0_0120_ZOZOW1T-6016.2_ACNUP.biom')	1.0
101	('ZOZOW1T', 64, 'HMP2_J08166_1_ST_T0_B0_0120_ZOZOW1T-6016.3_ACNUP.biom')	1.0
102	('ZVNCGHM', 7, 'HMP2_J08167_1_ST_T0_B0_0120_ZVNCGHM-02_ACNUP.biom')	1.0
103	('ZVNCGHM', 8, 'HMP2_J08168_1_ST_T0_B0_0120_ZVNCGHM-6012_ACNUP.biom')	1.0
104	('ZVNCGHM', 9, 'HMP2_J08169_1_ST_T0_B0_0120_ZVNCGHM-6013_ACNUP.biom')	1.0
105	('ZVNCGHM', 10, 'HMP2_J08170_1_ST_T0_B0_0120_ZVNCGHM-6014_ACNUP.biom')	1.0
106	('ZVNCGHM', 11, 'HMP2_J08171_1_ST_T0_B0_0120_ZVNCGHM-6015_ACNUP.biom')	1.0
107	('ZVNCGHM', 12, 'HMP2_J08172_1_ST_T0_B0_0120_ZVNCGHM-6016_ACNUP.biom')	1.0
108	('ZM7JY3G', 5, 'HMP2_J09104_1_ST_T0_B0_0120_ZM7JY3G-05_ADM3N.biom')	1.0
109	('ZM7JY3G', 6, 'HMP2_J09105_1_ST_T0_B0_0120_ZM7JY3G-07_ADM3N.biom')	1.0
110	('ZKVR426', 11, 'HMP2_J09110_1_ST_T0_B0_0120_ZKVR426-07-AL1_ADM3N.biom')	1.0
111	('ZKFV71L', 5, 'HMP2_J09111_1_ST_T0_B0_0120_ZKFV71L-05X_ADM3N.biom')	1.0
112	('ZKFV71L', 5, 'HMP2_J09111_1_ST_T0_B0_0122_ZKFV71L-05X_AAH7B.biom')	1.0
113	('ZK4CK8Y', 5, 'HMP2_J09112_1_ST_T0_B0_0120_ZK4CK8Y-05_ADM3N.biom')	1.0
114	('ZK4CK8Y', 6, 'HMP2_J09113_1_ST_T0_B0_0120_ZK4CK8Y-06_ADM3N.biom')	1.0
115	('ZLGD9M0', 7, 'HMP2_J09115_1_ST_T0_B0_0120_ZLGD9M0-08_ADM3N.biom')	1.0
116	('ZLGD9M0', 8, 'HMP2_J09116_1_ST_T0_B0_0120_ZLGD9M0-09_ADM3N.biom')	1.0
117	('ZL9BTWF', 15, 'HMP2_J09117_1_ST_T0_B0_0120_ZL9BTWF-09_ADM3N.biom')	1.0
118	('ZL9BTWF', 10, 'HMP2_J09118_1_ST_T0_B0_0120_ZL9BTWF-1022_ADM3N.biom')	1.0
119	('ZL9BTWF', 11, 'HMP2_J09119_1_ST_T0_B0_0120_ZL9BTWF-1023_ADM3N.biom')	1.0
120	('ZL9BTWF', 12, 'HMP2_J09120_1_ST_T0_B0_0120_ZL9BTWF-1024_ADM3N.biom')	1.0
121	('ZL9BTWF', 14, 'HMP2_J09121_1_ST_T0_B0_0120_ZL9BTWF-1025_ADM3N.biom')	1.0
122	('ZKVR426', 11, 'HMP2_J09122_1_ST_T0_B0_0120_ZKVR426-07-AL2_ADM3N.biom')	1.0
123	('ZMGT937', 7, 'HMP2_J09130_1_ST_T0_B0_0120_ZMGT937-04_ADM3N.biom')	1.0
124	('ZMGT937', 8, 'HMP2_J09131_1_ST_T0_B0_0120_ZMGT937-05_ADM3N.biom')	1.0
125	('ZMGT937', 3, 'HMP2_J09132_1_ST_T0_B0_0120_ZMGT937-1011_ADM3N.biom')	1.0
126	('ZMGT937', 4, 'HMP2_J09133_1_ST_T0_B0_0120_ZMGT937-1012_ADM3N.biom')	1.0
127	('ZLZQMEV', 9, 'HMP2_J09134_1_ST_T0_B0_0120_ZLZQMEV-04_ADM3N.biom')	1.0
128	('ZLZQMEV', 5, 'HMP2_J09135_1_ST_T0_B0_0120_ZLZQMEV-1014X_ADM3N.biom')	1.0
129	('ZOBX723', 3, 'HMP2_J09136_1_ST_T0_B0_0120_ZOBX723-1014_ADM3N.biom')	1.0
130	('ZOBX723', 4, 'HMP2_J09137_1_ST_T0_B0_0120_ZOBX723-1015_ADM3N.biom')	1.0
131	('ZX52KVK', 2, 'HMP2_J09138_1_ST_T0_B0_0120_ZX52KVK-01_ADM3N.biom')	1.0
132	('ZX52KVK', 8, 'HMP2_J09139_1_ST_T0_B0_0120_ZX52KVK-1011_ADM3N.biom')	1.0
133	('ZX52KVK', 9, 'HMP2_J09140_1_ST_T0_B0_0120_ZX52KVK-1012_ADM3N.biom')	1.0
134	('ZX52KVK', 10, 'HMP2_J09141_1_ST_T0_B0_0120_ZX52KVK-1014_ADM3N.biom')	1.0
135	('ZVNCGHM', 7, 'HMP2_J09142_1_ST_T0_B0_0120_ZVNCGHM-02X_ADM3N.biom')	1.0
136	('ZVNCGHM', 1, 'HMP2_J09144_1_ST_T0_B0_0120_ZVNCGHM-1011-AL2_ADM3N.biom')	1.0
137	('ZVNCGHM', 2, 'HMP2_J09145_1_ST_T0_B0_0120_ZVNCGHM-1013_ADM3N.biom')	1.0
138	('ZVNCGHM', 3, 'HMP2_J09146_1_ST_T0_B0_0120_ZVNCGHM-1014_ADM3N.biom')	1.0
139	('ZVNCGHM', 5, 'HMP2_J09147_1_ST_T0_B0_0120_ZVNCGHM-1015_ADM3N.biom')	1.0
140	('ZVNCGHM', 4, 'HMP2_J09148_1_ST_T0_B0_0120_ZVNCGHM-1022_ADM3N.biom')	1.0
141	('ZLZNCLZ', 9, 'HMP2_J09149_1_ST_T0_B0_0120_ZLZNCLZ-1021_ADM3N.biom')	1.0
142	('ZLZNCLZ', 10, 'HMP2_J09150_1_ST_T0_B0_0120_ZLZNCLZ-1023_ADM3N.biom')	1.0
143	('ZLZNCLZ', 11, 'HMP2_J09151_1_ST_T0_B0_0120_ZLZNCLZ-1025_ADM3N.biom')	1.0
144	('ZYHHR4Z', 1, 'HMP2_J09152_1_ST_T0_B0_0120_ZYHHR4Z-01_ADM3N.biom')	1.0
145	('ZYHHR4Z', 2, 'HMP2_J09153_1_ST_T0_B0_0120_ZYHHR4Z-02_ADM3N.biom')	1.0
146	('ZYHHR4Z', 5, 'HMP2_J09155_1_ST_T0_B0_0120_ZYHHR4Z-1024_ADM3N.biom')	1.0
147	('ZY7IW45', 1, 'HMP2_J15230_1_ST_T0_B0_0120_ZY7IW45-01_AELNK.biom')	1.0
148	('ZY7IW45', 2, 'HMP2_J15231_1_ST_T0_B0_0120_ZY7IW45-02_AELNK.biom')	1.0
149	('ZY7IW45', 4, 'HMP2_J15232_1_ST_T0_B0_0120_ZY7IW45-03_AELNK.biom')	1.0
150	('ZY7IW45', 10, 'HMP2_J15233_1_ST_T0_B0_0120_ZY7IW45-04_AELNK.biom')	1.0
151	('ZWCZHHY', 1, 'HMP2_J15234_1_ST_T0_B0_0120_ZWCZHHY-01_AELNK.biom')	1.0
152	('ZWCZHHY', 2, 'HMP2_J15235_1_ST_T0_B0_0120_ZWCZHHY-02_AELNK.biom')	1.0
153	('ZWCZHHY', 3, 'HMP2_J15236_1_ST_T0_B0_0120_ZWCZHHY-03_AELNK.biom')	1.0
154	('ZW61YGW', 1, 'HMP2_J15237_1_ST_T0_B0_0120_ZW61YGW-01_AELNK.biom')	1.0
155	('ZW61YGW', 2, 'HMP2_J15238_1_ST_T0_B0_0120_ZW61YGW-02_AELNK.biom')	1.0
156	('ZW61YGW', 3, 'HMP2_J15239_1_ST_T0_B0_0120_ZW61YGW-03_AELNK.biom')	1.0
157	('ZYXQKWY', 1, 'HMP2_J15240_1_ST_T0_B0_0120_ZYXQKWY-01_AELNK.biom')	1.0
158	('ZYXQKWY', 2, 'HMP2_J15241_1_ST_T0_B0_0120_ZYXQKWY-02_AELNK.biom')	1.0
159	('ZYXQKWY', 3, 'HMP2_J15242_1_ST_T0_B0_0120_ZYXQKWY-03_AELNK.biom')	1.0
160	('ZVM4N7A', 1, 'HMP2_J15243_1_ST_T0_B0_0120_ZVM4N7A-01_AELNK.biom')	1.0
161	('ZVM4N7A', 2, 'HMP2_J15244_1_ST_T0_B0_0120_ZVM4N7A-02_AELNK.biom')	1.0
162	('ZVGW5FI', 1, 'HMP2_J15245_1_ST_T0_B0_0120_ZVGW5FI-01_AELNK.biom')	1.0
163	('ZVGW5FI', 2, 'HMP2_J15246_1_ST_T0_B0_0120_ZVGW5FI-02_AELNK.biom')	1.0
164	('ZOZOW1T', 14, 'HMP2_J16506_1_ST_T0_B0_0120_ZOZOW1T-61_AF11U.biom')	1.0
165	('ZOZOW1T', 15, 'HMP2_J16507_1_ST_T0_B0_0120_ZOZOW1T-62_AF11U.biom')	1.0
166	('ZOZOW1T', 16, 'HMP2_J16508_1_ST_T0_B0_0120_ZOZOW1T-63_AF11U.biom')	1.0
167	('ZOZOW1T', 17, 'HMP2_J16509_1_ST_T0_B0_0120_ZOZOW1T-64_AF11U.biom')	1.0
168	('ZOZOW1T', 18, 'HMP2_J16510_1_ST_T0_B0_0120_ZOZOW1T-65_AF11U.biom')	1.0
169	('ZOZOW1T', 19, 'HMP2_J16511_1_ST_T0_B0_0120_ZOZOW1T-66_AF11U.biom')	1.0
170	('ZOZOW1T', 20, 'HMP2_J16512_1_ST_T0_B0_0120_ZOZOW1T-68_AF11U.biom')	1.0
171	('ZOZOW1T', 23, 'HMP2_J16513_1_ST_T0_B0_0120_ZOZOW1T-70_AF11U.biom')	1.0
172	('ZOZOW1T', 24, 'HMP2_J16514_1_ST_T0_B0_0120_ZOZOW1T-71_AF11U.biom')	1.0
173	('ZOZOW1T', 35, 'HMP2_J16515_1_ST_T0_B0_0120_ZOZOW1T-80_AF11U.biom')	1.0
174	('ZOZOW1T', 40, 'HMP2_J16516_1_ST_T0_B0_0120_ZOZOW1T-83_AF11U.biom')	1.0
175	('ZOZOW1T', 41, 'HMP2_J16517_1_ST_T0_B0_0120_ZOZOW1T-84_AF11U.biom')	1.0
176	('ZOZOW1T', 41, 'HMP2_J16518_1_ST_T0_B0_0120_ZOZOW1T-84b_AF11U.biom')	1.0
177	('ZOZOW1T', 50, 'HMP2_J16519_1_ST_T0_B0_0120_ZOZOW1T-1010_AF11U.biom')	1.0
178	('ZOZOW1T', 52, 'HMP2_J16520_1_ST_T0_B0_0120_ZOZOW1T-1011_AF11U.biom')	1.0
179	('ZOZOW1T', 53, 'HMP2_J16521_1_ST_T0_B0_0120_ZOZOW1T-1012_AF11U.biom')	0.0
180	('ZOZOW1T', 63, 'HMP2_J16522_1_ST_T0_B0_0120_ZOZOW1T-1015_AF11U.biom')	1.0
181	('ZOZOW1T', 65, 'HMP2_J16523_1_ST_T0_B0_0120_ZOZOW1T-6021_AF11U.biom')	1.0
182	('ZOZOW1T', 69, 'HMP2_J16524_1_ST_T0_B0_0120_ZOZOW1T-6022_AF11U.biom')	1.0
183	('ZOZOW1T', 73, 'HMP2_J16525_1_ST_T0_B0_0120_ZOZOW1T-6023_AF11U.biom')	1.0
184	('ZOZOW1T', 73, 'HMP2_J16526_1_ST_T0_B0_0120_ZOZOW1T-6023b_AF11U.biom')	1.0
185	('ZOZOW1T', 21, 'HMP2_J16527_1_ST_T0_B0_0120_ZOZOW1T-2001_AF11U.biom')	1.0
186	('ZOZOW1T', 22, 'HMP2_J16528_1_ST_T0_B0_0120_ZOZOW1T-2002_AF11U.biom')	1.0
187	('ZOZOW1T', 2, 'HMP2_J16529_1_ST_T0_B0_0120_ZOZOW1T-46_AF11U.biom')	1.0
188	('ZWCZHHY', 4, 'HMP2_J16530_1_ST_T0_B0_0120_ZWCZHHY-04_AF11U.biom')	1.0
189	('ZVGW5FI', 3, 'HMP2_J16531_1_ST_T0_B0_0120_ZVGW5FI-03_AF11U.biom')	1.0
190	('ZOBX723', 6, 'HMP2_J28556_1_ST_T0_B0_0120_ZOBX723-1021_B44V8.biom')	1.0
191	('ZOBX723', 9, 'HMP2_J28557_1_ST_T0_B0_0120_ZOBX723-1024_B44V8.biom')	1.0
192	('ZN9YTFN', 8, 'HMP2_J28564_1_ST_T0_B0_0120_ZN9YTFN-04_B44V8.biom')	1.0
193	('ZN3TBJM', 1, 'HMP2_J28565_1_ST_T0_B0_0120_ZN3TBJM-01_B44V8.biom')	1.0
194	('ZN3TBJM', 2, 'HMP2_J28566_1_ST_T0_B0_0120_ZN3TBJM-02_B44V8.biom')	1.0
195	('ZN3TBJM', 4, 'HMP2_J28567_1_ST_T0_B0_0120_ZN3TBJM-03_B44V8.biom')	1.0
196	('ZN3TBJM', 5, 'HMP2_J28568_1_ST_T0_B0_0120_ZN3TBJM-04_B44V8.biom')	1.0
197	('ZN3TBJM', 16, 'HMP2_J28569_1_ST_T0_B0_0120_ZN3TBJM-06_B44V8.biom')	1.0
198	('ZN3TBJM', 17, 'HMP2_J28570_1_ST_T0_B0_0120_ZN3TBJM-07_B44V8.biom')	1.0
199	('ZN3TBJM', 12, 'HMP2_J28571_1_ST_T0_B0_0120_ZN3TBJM-1012_B44V8.biom')	1.0
200	('ZN3TBJM', 13, 'HMP2_J28572_1_ST_T0_B0_0120_ZN3TBJM-1013_B44V8.biom')	1.0
201	('ZN3TBJM', 14, 'HMP2_J28573_1_ST_T0_B0_0120_ZN3TBJM-1014_B44V8.biom')	1.0
202	('ZN3TBJM', 15, 'HMP2_J28574_1_ST_T0_B0_0120_ZN3TBJM-1015_B44V8.biom')	1.0
203	('ZMBVNFM', 12, 'HMP2_J28581_1_ST_T0_B0_0120_ZMBVNFM-1012_B44V8.biom')	1.0
204	('ZMBVNFM', 13, 'HMP2_J28582_1_ST_T0_B0_0120_ZMBVNFM-1013_B44V8.biom')	1.0
205	('ZMBVNFM', 14, 'HMP2_J28583_1_ST_T0_B0_0120_ZMBVNFM-1014_B44V8.biom')	1.0
206	('ZLZQMEV', 5, 'HMP2_J28591_1_ST_T0_B0_0120_ZLZQMEV-1014-AL1_AL5DH.biom')	1.0
207	('ZVNCGHM', 4, 'HMP2_J28592_1_ST_T0_B0_0120_ZVNCGHM-1022-AL1_AL5DH.biom')	1.0
208	('ZL9BTWF', 11, 'HMP2_J28593_1_ST_T0_B0_0120_ZL9BTWF-1023-AL1_AL5DH.biom')	1.0
209	('ZM8YXDM', 1, 'HMP2_J28595_1_ST_T0_B0_0120_ZM8YXDM-01-AL1_AL5DH.biom')	1.0
210	('ZL9BTWF', 8, 'HMP2_J28596_1_ST_T0_B0_0120_ZL9BTWF-07_AL5DH.biom')	1.0
211	('ZVGW5FI', 2, 'HMP2_J28597_1_ST_T0_B0_0120_ZVGW5FI-02-AL1_AL5DH.biom')	1.0
212	('ZVM4N7A', 1, 'HMP2_J28598_1_ST_T0_B0_0120_ZVM4N7A-01-AL1_AL5DH.biom')	1.0
213	('ZYXQKWY', 3, 'HMP2_J28599_1_ST_T0_B0_0120_ZYXQKWY-03-AL1_AL5DH.biom')	1.0
214	('ZOZOW1T', 18, 'HMP2_J28600_1_ST_T0_B0_0120_ZOZOW1T-65-AL1_AL5DH.biom')	1.0
