	sample	lambda
63	('EP392045', 7, 'EP392045_K70_MCHD.otu_table.biom')	0.84
64	('EP422409', 10, 'EP422409_K100_MCHD.otu_table.biom')	0.0
65	('EP424615', 8, 'EP424615_K80_MCHD.otu_table.biom')	0.0
66	('EP426527', 9, 'EP426527_K90_MCHD.otu_table.biom')	0.0
67	('EP426750', 7, 'EP426750_K70_MCHD.otu_table.biom')	0.0
68	('EP428956', 8, 'EP428956_K80_MCHD.otu_table.biom')	0.0
69	('EP435885', 2, 'EP435885_K20_MCHD.otu_table.biom')	0.0
70	('EP438739', 7, 'EP438739_K70_MCHD.otu_table.biom')	0.0
71	('EP460880', 5, 'EP460880_K50_MCHD.otu_table.biom')	0.0
72	('EP464472', 9, 'EP464472_K90_MCHD.otu_table.biom')	0.0
73	('EP470665', 5, 'EP470665_K50_MCHD.otu_table.biom')	0.0
74	('EP470960', 9, 'EP470960_K90_MCHD.otu_table.biom')	0.0
75	('EP474224', 6, 'EP474224_K60_MCHD.otu_table.biom')	0.0
76	('EP482764', 8, 'EP482764_K80_MCHD.otu_table.biom')	0.0
77	('EP483320', 2, 'EP483320_K20_MCHD.otu_table.biom')	1.0
78	('EP483881', 11, 'EP483881_K110_MCHD.otu_table.biom')	0.0
79	('EP487163', 7, 'EP487163_K70_MCHD.otu_table.biom')	0.0
80	('EP488403', 9, 'EP488403_K90_MCHD.otu_table.biom')	0.0
81	('EP489199', 8, 'EP489199_K80_MCHD.otu_table.biom')	0.0
82	('EP492474', 5, 'EP492474_K50_MCHD.otu_table.biom')	0.0
83	('EP503295', 7, 'EP503295_K70_MCHD.otu_table.biom')	0.0
84	('EP509951', 11, 'EP509951_K110_MCHD.otu_table.biom')	0.0
85	('EP516732', 7, 'EP516732_K70_MCHD.otu_table.biom')	0.0
86	('EP521049', 9, 'EP521049_K90_MCHD.otu_table.biom')	0.0
87	('EP524246', 7, 'EP524246_K70_MCHD.otu_table.biom')	0.0
88	('EP537290', 8, 'EP537290_K80_MCHD.otu_table.biom')	0.0
89	('EP543835', 6, 'EP543835_K60_MCHD.otu_table.biom')	0.0
90	('EP547297', 6, 'EP547297_K60_MCHD.otu_table.biom')	0.0
91	('EP548641', 9, 'EP548641_K90_MCHD.otu_table.biom')	1.0
92	('EP550598', 9, 'EP550598_K90_MCHD.otu_table.biom')	1.0
93	('EP557758', 11, 'EP557758_K110_MCHD.otu_table.biom')	0.0
94	('EP558013', 10, 'EP558013_K100_MCHD.otu_table.biom')	0.0
95	('EP560280', 5, 'EP560280_K50_MCHD.otu_table.biom')	0.0
96	('EP573960', 7, 'EP573960_K70_MCHD.otu_table.biom')	1.0
97	('EP575820', 9, 'EP575820_K90_MCHD.otu_table.biom')	0.36
98	('EP577384', 8, 'EP577384_K80_MCHD.otu_table.biom')	0.0
99	('EP599902', 6, 'EP599902_K60_MCHD.otu_table.biom')	0.0
100	('EP601434', 6, 'EP601434_K60_MCHD.otu_table.biom')	0.0
101	('EP603154', 8, 'EP603154_K80_MCHD.otu_table.biom')	0.0
102	('EP612777', 5, 'EP612777_K50_MCHD.otu_table.biom')	0.0
103	('EP631608', 4, 'EP631608_K40_MCHD.otu_table.biom')	0.0
104	('EP631955', 7, 'EP631955_K70_MCHD.otu_table.biom')	0.93
105	('EP634595', 3, 'EP634595_K30_MCHD.otu_table.biom')	0.0
106	('EP642999', 9, 'EP642999_K90_MCHD.otu_table.biom')	0.0
107	('EP645846', 7, 'EP645846_K70_MCHD.otu_table.biom')	0.0
108	('EP646001', 7, 'EP646001_K70_MCHD.otu_table.biom')	0.0
109	('EP649700', 3, 'EP649700_K30_MCHD.otu_table.biom')	0.2
110	('EP663711', 11, 'EP663711_K110_MCHD.otu_table.biom')	0.0
111	('EP673071', 7, 'EP673071_K70_MCHD.otu_table.biom')	0.0
112	('EP707684', 7, 'EP707684_K70_MCHD.otu_table.biom')	0.0
113	('EP708835', 8, 'EP708835_K80_MCHD.otu_table.biom')	0.0
114	('EP718673', 7, 'EP718673_K70_MCHD.otu_table.biom')	0.0
115	('EP719882', 5, 'EP719882_K50_MCHD.otu_table.biom')	0.0
116	('EP724185', 10, 'EP724185_K100_MCHD.otu_table.biom')	0.0
117	('EP747703', 3, 'EP747703_K30_MCHD.otu_table.biom')	0.0
118	('EP754016', 6, 'EP754016_K60_MCHD.otu_table.biom')	0.0
119	('EP769777', 7, 'EP769777_K70_MCHD.otu_table.biom')	0.0
120	('EP772621', 5, 'EP772621_K50_MCHD.otu_table.biom')	1.0
121	('EP773241', 7, 'EP773241_K70_MCHD.otu_table.biom')	0.0
122	('EP783101', 8, 'EP783101_K80_MCHD.otu_table.biom')	0.0
123	('EP785033', 9, 'EP785033_K90_MCHD.otu_table.biom')	1.0
124	('EP786740', 10, 'EP786740_K100_MCHD.otu_table.biom')	0.0
125	('EP791691', 6, 'EP791691_K60_MCHD.otu_table.biom')	0.0
126	('EP799931', 3, 'EP799931_K30_MCHD.otu_table.biom')	0.0
127	('EP804124', 7, 'EP804124_K70_MCHD.otu_table.biom')	0.0
128	('EP804945', 3, 'EP804945_K30_MCHD.otu_table.biom')	1.0
129	('EP811525', 9, 'EP811525_K90_MCHD.otu_table.biom')	0.0
130	('EP824738', 11, 'EP824738_K110_MCHD.otu_table.biom')	0.0
131	('EP826415', 5, 'EP826415_K50_MCHD.otu_table.biom')	0.0
132	('EP828710', 8, 'EP828710_K80_MCHD.otu_table.biom')	0.0
133	('EP863344', 7, 'EP863344_K70_MCHD.otu_table.biom')	0.0
134	('EP879870', 8, 'EP879870_K80_MCHD.otu_table.biom')	0.0
135	('EP882960', 8, 'EP882960_K80_MCHD.otu_table.biom')	0.0
136	('EP889264', 8, 'EP889264_K80_MCHD.otu_table.biom')	0.0
137	('EP903758', 5, 'EP903758_K50_MCHD.otu_table.biom')	0.0
138	('EP909375', 6, 'EP909375_K60_MCHD.otu_table.biom')	0.0
139	('EP915249', 7, 'EP915249_K70_MCHD.otu_table.biom')	0.0
140	('EP925694', 8, 'EP925694_K80_MCHD.otu_table.biom')	0.0
141	('EP933492', 4, 'EP933492_K40_MCHD.otu_table.biom')	0.0
142	('EP936464', 9, 'EP936464_K90_MCHD.otu_table.biom')	0.0
143	('EP944038', 5, 'EP944038_K50_MCHD.otu_table.biom')	0.0
144	('EP949081', 3, 'EP949081_K30_MCHD.otu_table.biom')	0.0
145	('EP951326', 3, 'EP951326_K30_MCHD.otu_table.biom')	0.0
146	('EP958168', 7, 'EP958168_K70_MCHD.otu_table.biom')	0.0
147	('EP972345', 3, 'EP972345_K30_MCHD.otu_table.biom')	0.0
148	('EP972800', 2, 'EP972800_K20_MCHD.otu_table.biom')	0.0
149	('EP982611', 5, 'EP982611_K50_MCHD.otu_table.biom')	0.0
150	('EP983489', 11, 'EP983489_K110_MCHD.otu_table.biom')	0.0
151	('EP992349', 7, 'EP992349_K70_MCHD.otu_table.biom')	0.0
