	sample	lambda
25	('ZKVR426', 10, 'HMP2_J00860_1_ST_T0_B0_0122_ZKVR426-06_AA31J.biom')	0.0
26	('ZKVR426', 6, 'HMP2_J00861_1_ST_T0_B0_0122_ZKVR426-1012_AA31J.biom')	0.0
27	('ZKVR426', 7, 'HMP2_J00862_1_ST_T0_B0_0122_ZKVR426-1013_AA31J.biom')	0.0
28	('ZKVR426', 8, 'HMP2_J00863_1_ST_T0_B0_0122_ZKVR426-1014_AA31J.biom')	0.15
29	('ZKVR426', 9, 'HMP2_J00864_1_ST_T0_B0_0122_ZKVR426-1015_AA31J.biom')	0.0
30	('ZN0JE53', 2, 'HMP2_J00873_1_ST_T0_B0_0122_ZN0JE53-02_AA31J.biom')	0.0
31	('ZN0JE53', 3, 'HMP2_J00874_1_ST_T0_B0_0122_ZN0JE53-03_AA31J.biom')	0.0
32	('ZMBVNFM', 3, 'HMP2_J00877_1_ST_T0_B0_0120_ZMBVNFM-03_AA31J.biom')	0.27
33	('ZMBVNFM', 4, 'HMP2_J00878_1_ST_T0_B0_0120_ZMBVNFM-04_AA31J.biom')	0.15
34	('ZMBH10Z', 2, 'HMP2_J00880_1_ST_T0_B0_0122_ZMBH10Z-02_AA31J.biom')	0.0
35	('ZMBH10Z', 3, 'HMP2_J00881_1_ST_T0_B0_0122_ZMBH10Z-03_AA31J.biom')	0.0
36	('ZM7JY3G', 2, 'HMP2_J00883_1_ST_T0_B0_0122_ZM7JY3G-02_AA31J.biom')	0.0
37	('ZM7JY3G', 4, 'HMP2_J00884_1_ST_T0_B0_0122_ZM7JY3G-04_AA31J.biom')	0.0
38	('ZKFV71L', 2, 'HMP2_J00886_1_ST_T0_B0_0122_ZKFV71L-02_AA31J.biom')	0.0
39	('ZKFV71L', 4, 'HMP2_J00887_1_ST_T0_B0_0122_ZKFV71L-04_AA31J.biom')	0.0
40	('ZK4CK8Y', 3, 'HMP2_J00889_1_ST_T0_B0_0120_ZK4CK8Y-03_AA31J.biom')	0.0
41	('ZK4CK8Y', 4, 'HMP2_J00890_1_ST_T0_B0_0120_ZK4CK8Y-04_AA31J.biom')	0.0
42	('ZJTKAE3', 2, 'HMP2_J00892_1_ST_T0_B0_0122_ZJTKAE3-02_AA31J.biom')	0.0
43	('ZJTKAE3', 4, 'HMP2_J00893_1_ST_T0_B0_0122_ZJTKAE3-04_AA31J.biom')	0.0
44	('ZN9YTFN', 6, 'HMP2_J00894_1_ST_T0_B0_0120_ZN9YTFN-1015X_AA31J.biom')	0.0
45	('ZL9BTWF', 3, 'HMP2_J00895_1_ST_T0_B0_0120_ZL9BTWF-05X_AA31J.biom')	0.0
46	('ZN0JE53', 4, 'HMP2_J04182_1_ST_T0_B0_0122_ZN0JE53-04_AAH7B.biom')	0.0
47	('ZOZOW1T', 3, 'HMP2_J05381_1_ST_T0_B0_0120_ZOZOW1T-48bST_AAH7B.biom')	0.0
48	('ZOZOW1T', 4, 'HMP2_J05383_1_ST_T0_B0_0120_ZOZOW1T-49ST_AAH7B.biom')	0.0
49	('ZOZOW1T', 5, 'HMP2_J05385_1_ST_T0_B0_0120_ZOZOW1T-53ST_AAH7B.biom')	0.0
50	('ZOZOW1T', 7, 'HMP2_J05387_1_ST_T0_B0_0120_ZOZOW1T-54bST_AAH7B.biom')	0.0
51	('ZOZOW1T', 6, 'HMP2_J05389_1_ST_T0_B0_0120_ZOZOW1T-54ST_AAH7B.biom')	0.92
52	('ZOZOW1T', 8, 'HMP2_J05391_1_ST_T0_B0_0120_ZOZOW1T-55ST_AAH7B.biom')	0.0
53	('ZOZOW1T', 9, 'HMP2_J05393_1_ST_T0_B0_0120_ZOZOW1T-56ST_AAH7B.biom')	0.0
54	('ZOZOW1T', 10, 'HMP2_J05395_1_ST_T0_B0_0120_ZOZOW1T-57ST_AAH7B.biom')	0.0
55	('ZOZOW1T', 11, 'HMP2_J05397_1_ST_T0_B0_0120_ZOZOW1T-58bST_AAH7B.biom')	0.0
56	('ZOZOW1T', 11, 'HMP2_J05399_1_ST_T0_B0_0120_ZOZOW1T-58ST_AAH7B.biom')	0.0
57	('ZOZOW1T', 13, 'HMP2_J05401_1_ST_T0_B0_0120_ZOZOW1T-59ST_AAH7B.biom')	0.0
58	('ZN9YTFN', 7, 'HMP2_J05404_1_ST_T0_B0_0120_ZN9YTFN-03_AAH7B.biom')	0.0
59	('ZMBH10Z', 4, 'HMP2_J05409_1_ST_T0_B0_0122_ZMBH10Z-04_AAH7B.biom')	0.0
60	('ZLZNCLZ', 7, 'HMP2_J05418_1_ST_T0_B0_0120_ZLZNCLZ-03_AAH7B.biom')	0.0
61	('ZLZNCLZ', 2, 'HMP2_J05420_1_ST_T0_B0_0120_ZLZNCLZ-1011_AAH7B.biom')	0.3
62	('ZLZNCLZ', 3, 'HMP2_J05422_1_ST_T0_B0_0122_ZLZNCLZ-1012_AAH7B.biom')	0.0
63	('ZLGD9M0', 5, 'HMP2_J05434_1_ST_T0_B0_0120_ZLGD9M0-1014_AA31J.biom')	0.0
64	('ZL9BTWF', 8, 'HMP2_J05437_1_ST_T0_B0_0122_ZL9BTWF-07_AAH7B.biom')	0.0
65	('ZK4CK8Y', 1, 'HMP2_J05447_1_ST_T0_B0_0120_ZK4CK8Y-01_AAH7B.biom')	0.0
66	('ZOZOW1T', 39, 'HMP2_J08148_1_ST_T0_B0_0120_ZOZOW1T-82_ACNUP.biom')	0.0
67	('ZOZOW1T', 40, 'HMP2_J08149_1_ST_T0_B0_0120_ZOZOW1T-83_ACNUP.biom')	0.0
68	('ZOZOW1T', 42, 'HMP2_J08150_1_ST_T0_B0_0120_ZOZOW1T-6011_ACNUP.biom')	0.0
69	('ZOZOW1T', 43, 'HMP2_J08151_1_ST_T0_B0_0120_ZOZOW1T-6011.1_ACNUP.biom')	0.75
70	('ZOZOW1T', 44, 'HMP2_J08152_1_ST_T0_B0_0120_ZOZOW1T-6011.2_ACNUP.biom')	0.0
71	('ZOZOW1T', 46, 'HMP2_J08153_1_ST_T0_B0_0120_ZOZOW1T-6012_ACNUP.biom')	0.0
72	('ZOZOW1T', 47, 'HMP2_J08154_1_ST_T0_B0_0120_ZOZOW1T-6012.1_ACNUP.biom')	0.0
73	('ZOZOW1T', 48, 'HMP2_J08155_1_ST_T0_B0_0120_ZOZOW1T-6012.2_ACNUP.biom')	0.0
74	('ZOZOW1T', 49, 'HMP2_J08156_1_ST_T0_B0_0120_ZOZOW1T-6013_ACNUP.biom')	1.0
75	('ZOZOW1T', 49, 'HMP2_J08157_1_ST_T0_B0_0120_ZOZOW1T-6013A_ACNUP.biom')	0.0
76	('ZOZOW1T', 51, 'HMP2_J08158_1_ST_T0_B0_0120_ZOZOW1T-6014_ACNUP.biom')	0.0
77	('ZOZOW1T', 57, 'HMP2_J08159_1_ST_T0_B0_0120_ZOZOW1T-6015_ACNUP.biom')	0.0
78	('ZOZOW1T', 58, 'HMP2_J08160_1_ST_T0_B0_0120_ZOZOW1T-6015.1_ACNUP.biom')	0.0
79	('ZOZOW1T', 59, 'HMP2_J08161_1_ST_T0_B0_0120_ZOZOW1T-6015.2A_ACNUP.biom')	0.0
80	('ZOZOW1T', 59, 'HMP2_J08162_1_ST_T0_B0_0120_ZOZOW1T-6015.2B_ACNUP.biom')	0.0
81	('ZOZOW1T', 60, 'HMP2_J08163_1_ST_T0_B0_0120_ZOZOW1T-6016_ACNUP.biom')	0.0
82	('ZOZOW1T', 61, 'HMP2_J08164_1_ST_T0_B0_0120_ZOZOW1T-6016.1_ACNUP.biom')	0.0
83	('ZOZOW1T', 62, 'HMP2_J08165_1_ST_T0_B0_0120_ZOZOW1T-6016.2_ACNUP.biom')	0.0
84	('ZOZOW1T', 64, 'HMP2_J08166_1_ST_T0_B0_0120_ZOZOW1T-6016.3_ACNUP.biom')	0.0
85	('ZVNCGHM', 8, 'HMP2_J08168_1_ST_T0_B0_0120_ZVNCGHM-6012_ACNUP.biom')	0.0
86	('ZVNCGHM', 9, 'HMP2_J08169_1_ST_T0_B0_0120_ZVNCGHM-6013_ACNUP.biom')	0.55
87	('ZVNCGHM', 10, 'HMP2_J08170_1_ST_T0_B0_0120_ZVNCGHM-6014_ACNUP.biom')	0.15
88	('ZVNCGHM', 11, 'HMP2_J08171_1_ST_T0_B0_0120_ZVNCGHM-6015_ACNUP.biom')	0.0
89	('ZVNCGHM', 12, 'HMP2_J08172_1_ST_T0_B0_0120_ZVNCGHM-6016_ACNUP.biom')	0.0
90	('ZM7JY3G', 5, 'HMP2_J09104_1_ST_T0_B0_0120_ZM7JY3G-05_ADM3N.biom')	0.0
91	('ZM7JY3G', 6, 'HMP2_J09105_1_ST_T0_B0_0120_ZM7JY3G-07_ADM3N.biom')	0.0
92	('ZKVR426', 11, 'HMP2_J09110_1_ST_T0_B0_0120_ZKVR426-07-AL1_ADM3N.biom')	0.0
93	('ZKFV71L', 5, 'HMP2_J09111_1_ST_T0_B0_0120_ZKFV71L-05X_ADM3N.biom')	0.3
94	('ZKFV71L', 5, 'HMP2_J09111_1_ST_T0_B0_0122_ZKFV71L-05X_AAH7B.biom')	0.0
95	('ZK4CK8Y', 5, 'HMP2_J09112_1_ST_T0_B0_0120_ZK4CK8Y-05_ADM3N.biom')	0.0
96	('ZK4CK8Y', 6, 'HMP2_J09113_1_ST_T0_B0_0120_ZK4CK8Y-06_ADM3N.biom')	0.0
97	('ZLGD9M0', 7, 'HMP2_J09115_1_ST_T0_B0_0120_ZLGD9M0-08_ADM3N.biom')	0.0
98	('ZLGD9M0', 8, 'HMP2_J09116_1_ST_T0_B0_0120_ZLGD9M0-09_ADM3N.biom')	0.27
99	('ZL9BTWF', 15, 'HMP2_J09117_1_ST_T0_B0_0120_ZL9BTWF-09_ADM3N.biom')	0.0
100	('ZL9BTWF', 10, 'HMP2_J09118_1_ST_T0_B0_0120_ZL9BTWF-1022_ADM3N.biom')	0.0
101	('ZL9BTWF', 11, 'HMP2_J09119_1_ST_T0_B0_0120_ZL9BTWF-1023_ADM3N.biom')	0.0
102	('ZL9BTWF', 12, 'HMP2_J09120_1_ST_T0_B0_0120_ZL9BTWF-1024_ADM3N.biom')	0.0
103	('ZL9BTWF', 14, 'HMP2_J09121_1_ST_T0_B0_0120_ZL9BTWF-1025_ADM3N.biom')	0.0
104	('ZKVR426', 11, 'HMP2_J09122_1_ST_T0_B0_0120_ZKVR426-07-AL2_ADM3N.biom')	0.0
105	('ZMGT937', 7, 'HMP2_J09130_1_ST_T0_B0_0120_ZMGT937-04_ADM3N.biom')	0.0
106	('ZMGT937', 8, 'HMP2_J09131_1_ST_T0_B0_0120_ZMGT937-05_ADM3N.biom')	0.0
107	('ZMGT937', 3, 'HMP2_J09132_1_ST_T0_B0_0120_ZMGT937-1011_ADM3N.biom')	0.0
108	('ZMGT937', 4, 'HMP2_J09133_1_ST_T0_B0_0120_ZMGT937-1012_ADM3N.biom')	0.21
109	('ZLZQMEV', 9, 'HMP2_J09134_1_ST_T0_B0_0120_ZLZQMEV-04_ADM3N.biom')	0.0
110	('ZLZQMEV', 5, 'HMP2_J09135_1_ST_T0_B0_0120_ZLZQMEV-1014X_ADM3N.biom')	0.0
111	('ZOBX723', 4, 'HMP2_J09137_1_ST_T0_B0_0120_ZOBX723-1015_ADM3N.biom')	0.0
112	('ZX52KVK', 8, 'HMP2_J09139_1_ST_T0_B0_0120_ZX52KVK-1011_ADM3N.biom')	0.0
113	('ZX52KVK', 9, 'HMP2_J09140_1_ST_T0_B0_0120_ZX52KVK-1012_ADM3N.biom')	0.95
114	('ZX52KVK', 10, 'HMP2_J09141_1_ST_T0_B0_0120_ZX52KVK-1014_ADM3N.biom')	0.12
115	('ZVNCGHM', 7, 'HMP2_J09142_1_ST_T0_B0_0120_ZVNCGHM-02X_ADM3N.biom')	0.0
116	('ZVNCGHM', 1, 'HMP2_J09144_1_ST_T0_B0_0120_ZVNCGHM-1011-AL2_ADM3N.biom')	0.3
117	('ZVNCGHM', 2, 'HMP2_J09145_1_ST_T0_B0_0120_ZVNCGHM-1013_ADM3N.biom')	0.3
118	('ZVNCGHM', 3, 'HMP2_J09146_1_ST_T0_B0_0120_ZVNCGHM-1014_ADM3N.biom')	0.3
119	('ZVNCGHM', 5, 'HMP2_J09147_1_ST_T0_B0_0120_ZVNCGHM-1015_ADM3N.biom')	0.26
120	('ZVNCGHM', 4, 'HMP2_J09148_1_ST_T0_B0_0120_ZVNCGHM-1022_ADM3N.biom')	0.21
121	('ZLZNCLZ', 9, 'HMP2_J09149_1_ST_T0_B0_0120_ZLZNCLZ-1021_ADM3N.biom')	0.15
122	('ZLZNCLZ', 10, 'HMP2_J09150_1_ST_T0_B0_0120_ZLZNCLZ-1023_ADM3N.biom')	0.32
123	('ZLZNCLZ', 11, 'HMP2_J09151_1_ST_T0_B0_0120_ZLZNCLZ-1025_ADM3N.biom')	0.3
124	('ZYHHR4Z', 2, 'HMP2_J09153_1_ST_T0_B0_0120_ZYHHR4Z-02_ADM3N.biom')	0.0
125	('ZYHHR4Z', 5, 'HMP2_J09155_1_ST_T0_B0_0120_ZYHHR4Z-1024_ADM3N.biom')	0.0
126	('ZY7IW45', 2, 'HMP2_J15231_1_ST_T0_B0_0120_ZY7IW45-02_AELNK.biom')	0.0
127	('ZY7IW45', 4, 'HMP2_J15232_1_ST_T0_B0_0120_ZY7IW45-03_AELNK.biom')	0.17
128	('ZY7IW45', 10, 'HMP2_J15233_1_ST_T0_B0_0120_ZY7IW45-04_AELNK.biom')	0.0
129	('ZWCZHHY', 2, 'HMP2_J15235_1_ST_T0_B0_0120_ZWCZHHY-02_AELNK.biom')	0.0
130	('ZWCZHHY', 3, 'HMP2_J15236_1_ST_T0_B0_0120_ZWCZHHY-03_AELNK.biom')	0.0
131	('ZW61YGW', 2, 'HMP2_J15238_1_ST_T0_B0_0120_ZW61YGW-02_AELNK.biom')	0.0
132	('ZW61YGW', 3, 'HMP2_J15239_1_ST_T0_B0_0120_ZW61YGW-03_AELNK.biom')	0.0
133	('ZYXQKWY', 2, 'HMP2_J15241_1_ST_T0_B0_0120_ZYXQKWY-02_AELNK.biom')	0.15
134	('ZYXQKWY', 3, 'HMP2_J15242_1_ST_T0_B0_0120_ZYXQKWY-03_AELNK.biom')	0.17
135	('ZVM4N7A', 2, 'HMP2_J15244_1_ST_T0_B0_0120_ZVM4N7A-02_AELNK.biom')	0.0
136	('ZVGW5FI', 2, 'HMP2_J15246_1_ST_T0_B0_0120_ZVGW5FI-02_AELNK.biom')	0.0
137	('ZOZOW1T', 14, 'HMP2_J16506_1_ST_T0_B0_0120_ZOZOW1T-61_AF11U.biom')	0.0
138	('ZOZOW1T', 15, 'HMP2_J16507_1_ST_T0_B0_0120_ZOZOW1T-62_AF11U.biom')	0.46
139	('ZOZOW1T', 16, 'HMP2_J16508_1_ST_T0_B0_0120_ZOZOW1T-63_AF11U.biom')	0.0
140	('ZOZOW1T', 17, 'HMP2_J16509_1_ST_T0_B0_0120_ZOZOW1T-64_AF11U.biom')	0.0
141	('ZOZOW1T', 18, 'HMP2_J16510_1_ST_T0_B0_0120_ZOZOW1T-65_AF11U.biom')	0.0
142	('ZOZOW1T', 19, 'HMP2_J16511_1_ST_T0_B0_0120_ZOZOW1T-66_AF11U.biom')	0.0
143	('ZOZOW1T', 20, 'HMP2_J16512_1_ST_T0_B0_0120_ZOZOW1T-68_AF11U.biom')	0.0
144	('ZOZOW1T', 23, 'HMP2_J16513_1_ST_T0_B0_0120_ZOZOW1T-70_AF11U.biom')	0.0
145	('ZOZOW1T', 24, 'HMP2_J16514_1_ST_T0_B0_0120_ZOZOW1T-71_AF11U.biom')	0.0
146	('ZOZOW1T', 35, 'HMP2_J16515_1_ST_T0_B0_0120_ZOZOW1T-80_AF11U.biom')	0.0
147	('ZOZOW1T', 40, 'HMP2_J16516_1_ST_T0_B0_0120_ZOZOW1T-83_AF11U.biom')	0.0
148	('ZOZOW1T', 41, 'HMP2_J16517_1_ST_T0_B0_0120_ZOZOW1T-84_AF11U.biom')	0.0
149	('ZOZOW1T', 41, 'HMP2_J16518_1_ST_T0_B0_0120_ZOZOW1T-84b_AF11U.biom')	0.0
150	('ZOZOW1T', 50, 'HMP2_J16519_1_ST_T0_B0_0120_ZOZOW1T-1010_AF11U.biom')	0.0
151	('ZOZOW1T', 52, 'HMP2_J16520_1_ST_T0_B0_0120_ZOZOW1T-1011_AF11U.biom')	0.1
152	('ZOZOW1T', 53, 'HMP2_J16521_1_ST_T0_B0_0120_ZOZOW1T-1012_AF11U.biom')	0.0
153	('ZOZOW1T', 63, 'HMP2_J16522_1_ST_T0_B0_0120_ZOZOW1T-1015_AF11U.biom')	0.0
154	('ZOZOW1T', 65, 'HMP2_J16523_1_ST_T0_B0_0120_ZOZOW1T-6021_AF11U.biom')	0.0
155	('ZOZOW1T', 69, 'HMP2_J16524_1_ST_T0_B0_0120_ZOZOW1T-6022_AF11U.biom')	0.0
156	('ZOZOW1T', 73, 'HMP2_J16525_1_ST_T0_B0_0120_ZOZOW1T-6023_AF11U.biom')	0.0
157	('ZOZOW1T', 73, 'HMP2_J16526_1_ST_T0_B0_0120_ZOZOW1T-6023b_AF11U.biom')	0.0
158	('ZOZOW1T', 21, 'HMP2_J16527_1_ST_T0_B0_0120_ZOZOW1T-2001_AF11U.biom')	0.0
159	('ZOZOW1T', 22, 'HMP2_J16528_1_ST_T0_B0_0120_ZOZOW1T-2002_AF11U.biom')	0.0
160	('ZOZOW1T', 2, 'HMP2_J16529_1_ST_T0_B0_0120_ZOZOW1T-46_AF11U.biom')	0.0
161	('ZWCZHHY', 4, 'HMP2_J16530_1_ST_T0_B0_0120_ZWCZHHY-04_AF11U.biom')	0.0
162	('ZVGW5FI', 3, 'HMP2_J16531_1_ST_T0_B0_0120_ZVGW5FI-03_AF11U.biom')	0.21
163	('ZOBX723', 6, 'HMP2_J28556_1_ST_T0_B0_0120_ZOBX723-1021_B44V8.biom')	0.0
164	('ZOBX723', 9, 'HMP2_J28557_1_ST_T0_B0_0120_ZOBX723-1024_B44V8.biom')	0.21
165	('ZN9YTFN', 8, 'HMP2_J28564_1_ST_T0_B0_0120_ZN9YTFN-04_B44V8.biom')	0.0
166	('ZN3TBJM', 2, 'HMP2_J28566_1_ST_T0_B0_0120_ZN3TBJM-02_B44V8.biom')	0.0
167	('ZN3TBJM', 4, 'HMP2_J28567_1_ST_T0_B0_0120_ZN3TBJM-03_B44V8.biom')	0.0
168	('ZN3TBJM', 5, 'HMP2_J28568_1_ST_T0_B0_0120_ZN3TBJM-04_B44V8.biom')	0.0
169	('ZN3TBJM', 16, 'HMP2_J28569_1_ST_T0_B0_0120_ZN3TBJM-06_B44V8.biom')	0.0
170	('ZN3TBJM', 17, 'HMP2_J28570_1_ST_T0_B0_0120_ZN3TBJM-07_B44V8.biom')	0.0
171	('ZN3TBJM', 12, 'HMP2_J28571_1_ST_T0_B0_0120_ZN3TBJM-1012_B44V8.biom')	0.0
172	('ZN3TBJM', 13, 'HMP2_J28572_1_ST_T0_B0_0120_ZN3TBJM-1013_B44V8.biom')	0.0
173	('ZN3TBJM', 14, 'HMP2_J28573_1_ST_T0_B0_0120_ZN3TBJM-1014_B44V8.biom')	0.0
174	('ZN3TBJM', 15, 'HMP2_J28574_1_ST_T0_B0_0120_ZN3TBJM-1015_B44V8.biom')	0.0
175	('ZMBVNFM', 12, 'HMP2_J28581_1_ST_T0_B0_0120_ZMBVNFM-1012_B44V8.biom')	0.15
176	('ZMBVNFM', 13, 'HMP2_J28582_1_ST_T0_B0_0120_ZMBVNFM-1013_B44V8.biom')	0.21
177	('ZMBVNFM', 14, 'HMP2_J28583_1_ST_T0_B0_0120_ZMBVNFM-1014_B44V8.biom')	0.3
178	('ZLZQMEV', 5, 'HMP2_J28591_1_ST_T0_B0_0120_ZLZQMEV-1014-AL1_AL5DH.biom')	0.0
179	('ZVNCGHM', 4, 'HMP2_J28592_1_ST_T0_B0_0120_ZVNCGHM-1022-AL1_AL5DH.biom')	0.3
180	('ZL9BTWF', 11, 'HMP2_J28593_1_ST_T0_B0_0120_ZL9BTWF-1023-AL1_AL5DH.biom')	0.0
181	('ZL9BTWF', 8, 'HMP2_J28596_1_ST_T0_B0_0120_ZL9BTWF-07_AL5DH.biom')	0.0
182	('ZVGW5FI', 2, 'HMP2_J28597_1_ST_T0_B0_0120_ZVGW5FI-02-AL1_AL5DH.biom')	0.21
183	('ZVM4N7A', 1, 'HMP2_J28598_1_ST_T0_B0_0120_ZVM4N7A-01-AL1_AL5DH.biom')	0.0
184	('ZYXQKWY', 3, 'HMP2_J28599_1_ST_T0_B0_0120_ZYXQKWY-03-AL1_AL5DH.biom')	0.3
185	('ZOZOW1T', 18, 'HMP2_J28600_1_ST_T0_B0_0120_ZOZOW1T-65-AL1_AL5DH.biom')	0.0
186	('ZOZOW1T', 20, 'HMP2_J28601_1_ST_T0_B0_0120_ZOZOW1T-68-AL1_AL5DH.biom')	0.0
187	('ZOZOW1T', 14, 'HMP2_J28602_1_ST_T0_B0_0120_ZOZOW1T-61-AL1_AL5DH.biom')	0.0
188	('ZN3TBJM', 6, 'HMP2_J28603_1_ST_T0_B0_0120_ZN3TBJM-2011_AWBGH.biom')	0.0
189	('ZN3TBJM', 7, 'HMP2_J28604_1_ST_T0_B0_0120_ZN3TBJM-2012_AWBGH.biom')	0.0
190	('ZN3TBJM', 8, 'HMP2_J28605_1_ST_T0_B0_0120_ZN3TBJM-2013_AWBGH.biom')	0.0
191	('ZN3TBJM', 9, 'HMP2_J28606_1_ST_T0_B0_0120_ZN3TBJM-2014_AWBGH.biom')	0.53
192	('ZN3TBJM', 19, 'HMP2_J28607_1_ST_T0_B0_0120_ZN3TBJM-2022_AWBGH.biom')	0.96
193	('ZN3TBJM', 20, 'HMP2_J28608_1_ST_T0_B0_0120_ZN3TBJM-2023_AWBGH.biom')	1.0
194	('ZN3TBJM', 23, 'HMP2_J28609_1_ST_T0_B0_0120_ZN3TBJM-2032_AWBGH.biom')	0.0
195	('ZN0JE53', 5, 'HMP2_J28610_1_ST_T0_B0_0120_ZN0JE53-2011_AWBGH.biom')	0.0
196	('ZN0JE53', 6, 'HMP2_J28611_1_ST_T0_B0_0120_ZN0JE53-2012_AWBGH.biom')	0.0
197	('ZN0JE53', 7, 'HMP2_J28612_1_ST_T0_B0_0120_ZN0JE53-2013_AWBGH.biom')	0.0
198	('ZN0JE53', 8, 'HMP2_J28613_1_ST_T0_B0_0120_ZN0JE53-2014_AWBGH.biom')	0.0
199	('ZN0JE53', 12, 'HMP2_J28614_1_ST_T0_B0_0120_ZN0JE53-2025_AWBGH.biom')	0.0
200	('ZN0JE53', 9, 'HMP2_J28615_1_ST_T0_B0_0120_ZN0JE53-2022_AWBGH.biom')	0.0
201	('ZN0JE53', 10, 'HMP2_J28616_1_ST_T0_B0_0120_ZN0JE53-2023_AWBGH.biom')	0.0
202	('ZMBVNFM', 8, 'HMP2_J28617_1_ST_T0_B0_0120_ZMBVNFM-2012_AWBGH.biom')	0.0
203	('ZMBVNFM', 9, 'HMP2_J28618_1_ST_T0_B0_0120_ZMBVNFM-2013_AWBGH.biom')	0.0
204	('ZMBVNFM', 11, 'HMP2_J28619_1_ST_T0_B0_0120_ZMBVNFM-2015_AWBGH.biom')	0.0
205	('ZJTKAE3', 6, 'HMP2_J28620_1_ST_T0_B0_0120_ZJTKAE3-2012_AWBGH.biom')	0.0
206	('ZJTKAE3', 9, 'HMP2_J28621_1_ST_T0_B0_0120_ZJTKAE3-2015_AWBGH.biom')	0.0
207	('ZNED4XZ', 12, 'HMP2_J28623_1_ST_T0_B0_0120_ZNED4XZ-2012_AVTWA.biom')	0.0
208	('ZN3TBJM', 21, 'HMP2_J28624_1_ST_T0_B0_0120_ZN3TBJM-2024-AL1_AVTWA.biom')	0.0
209	('ZN3TBJM', 22, 'HMP2_J28625_1_ST_T0_B0_0120_ZN3TBJM-2025_AVTWA.biom')	0.0
210	('ZLZNCLZ', 12, 'HMP2_J28630_1_ST_T0_B0_0120_ZLZNCLZ-2011_AVTWA.biom')	0.07
211	('ZLZNCLZ', 13, 'HMP2_J28631_1_ST_T0_B0_0120_ZLZNCLZ-2012_AVTWA.biom')	0.0
212	('ZLZNCLZ', 14, 'HMP2_J28632_1_ST_T0_B0_0120_ZLZNCLZ-2013_AVTWA.biom')	0.0
213	('ZLZNCLZ', 15, 'HMP2_J28633_1_ST_T0_B0_0120_ZLZNCLZ-2014_AVTWA.biom')	0.0
