	sample	lambda
21	('ZLZQMEV', 3, 'HMP2_J05412_1_NS_T0_B0_0122_ZLZQMEV-1012_AAH7B.biom')	0.0
22	('ZLZQMEV', 4, 'HMP2_J05413_1_NS_T0_B0_0122_ZLZQMEV-1013_AAH7B.biom')	0.0
23	('ZLZQMEV', 7, 'HMP2_J05415_1_NS_T0_B0_0122_ZLZQMEV-1015_AAH7B.biom')	0.0
24	('ZLZNCLZ', 6, 'HMP2_J05417_1_NS_T0_B0_0122_ZLZNCLZ-03-432_AAH7B.biom')	0.0
25	('ZLZNCLZ', 2, 'HMP2_J05419_1_NS_T0_B0_0120_ZLZNCLZ-1011_AAH7B.biom')	0.0
26	('ZLZNCLZ', 3, 'HMP2_J05421_1_NS_T0_B0_0120_ZLZNCLZ-1012_AAH7B.biom')	0.0
27	('ZLZNCLZ', 4, 'HMP2_J05423_1_NS_T0_B0_0120_ZLZNCLZ-1013_AAH7B.biom')	0.0
28	('ZLYEM2C', 2, 'HMP2_J05425_1_NS_T0_B0_0122_ZLYEM2C-02_AAH7B.biom')	0.0
29	('ZLYEM2C', 5, 'HMP2_J05426_1_NS_T0_B0_0122_ZLYEM2C-03_AAH7B.biom')	0.0
30	('ZLYEM2C', 3, 'HMP2_J05427_1_NS_T0_B0_0122_ZLYEM2C-1011_AAH7B.biom')	0.0
31	('ZLYEM2C', 4, 'HMP2_J05428_1_NS_T0_B0_0122_ZLYEM2C-1012_AAH7B.biom')	0.0
32	('ZLGD9M0', 1, 'HMP2_J05429_1_NS_T0_B0_0120_ZLGD9M0-05_AAH7B.biom')	0.0
33	('ZLGD9M0', 6, 'HMP2_J05430_1_NS_T0_B0_0122_ZLGD9M0-07_AAH7B.biom')	0.0
34	('ZLGD9M0', 2, 'HMP2_J05431_1_NS_T0_B0_0122_ZLGD9M0-1011_AAH7B.biom')	0.0
35	('ZLGD9M0', 3, 'HMP2_J05432_1_NS_T0_B0_0122_ZLGD9M0-1012_AAH7B.biom')	0.0
36	('ZL9BTWF', 6, 'HMP2_J05438_1_NS_T0_B0_0122_ZL9BTWF-1012_AAH7B.biom')	0.0
37	('ZL9BTWF', 7, 'HMP2_J05439_1_NS_T0_B0_0122_ZL9BTWF-1013_AAH7B.biom')	0.0
38	('ZKVR426', 10, 'HMP2_J05441_1_NS_T0_B0_0122_ZKVR426-06_AAH7B.biom')	0.0
39	('ZKVR426', 6, 'HMP2_J05442_1_NS_T0_B0_0122_ZKVR426-1012_AAH7B.biom')	0.0
40	('ZKVR426', 7, 'HMP2_J05443_1_NS_T0_B0_0122_ZKVR426-1013_AAH7B.biom')	0.0
41	('ZKVR426', 8, 'HMP2_J05444_1_NS_T0_B0_0122_ZKVR426-1014_AAH7B.biom')	0.0
42	('ZKVR426', 9, 'HMP2_J05445_1_NS_T0_B0_0122_ZKVR426-1015_AAH7B.biom')	0.0
43	('ZLGD9M0', 7, 'HMP2_J09115_1_NS_T0_B0_0120_ZLGD9M0-08_ANBEN.biom')	0.0
44	('ZYHHR4Z', 4, 'HMP2_J09154_1_ST_T0_B0_0120_ZYHHR4Z-1023_ADM3N.biom')	0.0
45	('ZLGD9M0', 8, 'HMP2_J09157_1_NS_T0_B0_0120_ZLGD9M0-09_ADM3N.biom')	0.0
46	('ZLGD9M0', 8, 'HMP2_J09157_1_NS_T0_B0_0120_ZLGD9M0-09_ANBEN.biom')	0.0
47	('ZL9BTWF', 15, 'HMP2_J09158_1_NS_T0_B0_0120_ZL9BTWF-09_ADM3N.biom')	0.0
48	('ZL9BTWF', 15, 'HMP2_J09158_1_NS_T0_B0_0120_ZL9BTWF-09_ANBEN.biom')	0.0
49	('ZL9BTWF', 10, 'HMP2_J09159_1_NS_T0_B0_0120_ZL9BTWF-1022_ADM3N.biom')	0.0
50	('ZL9BTWF', 11, 'HMP2_J09160_1_NS_T0_B0_0120_ZL9BTWF-1023_ADM3N.biom')	0.0
51	('ZL9BTWF', 11, 'HMP2_J09160_1_NS_T0_B0_0120_ZL9BTWF-1023_ANBEN.biom')	0.0
52	('ZL9BTWF', 12, 'HMP2_J09161_1_NS_T0_B0_0120_ZL9BTWF-1024_ADM3N.biom')	0.0
53	('ZL9BTWF', 12, 'HMP2_J09161_1_NS_T0_B0_0120_ZL9BTWF-1024_ANBEN.biom')	0.0
54	('ZL9BTWF', 14, 'HMP2_J09162_1_NS_T0_B0_0120_ZL9BTWF-1025_ADM3N.biom')	0.0
55	('ZKVR426', 11, 'HMP2_J09163_1_NS_T0_B0_0120_ZKVR426-07_ADM3N.biom')	0.0
56	('ZMGT937', 7, 'HMP2_J09164_1_NS_T0_B0_0120_ZMGT937-04_ANBEN.biom')	0.0
57	('ZMGT937', 8, 'HMP2_J09165_1_NS_T0_B0_0120_ZMGT937-05_ADM3N.biom')	0.0
58	('ZMGT937', 8, 'HMP2_J09165_1_NS_T0_B0_0120_ZMGT937-05_ANBEN.biom')	0.0
59	('ZOBX723', 4, 'HMP2_J09174_1_NS_T0_B0_0120_ZOBX723-1015_ADM3N.biom')	0.0
60	('ZLZNCLZ', 9, 'HMP2_J09175_1_NS_T0_B0_0120_ZLZNCLZ-1021_ADM3N.biom')	0.0
61	('ZLZNCLZ', 9, 'HMP2_J09175_1_NS_T0_B0_0120_ZLZNCLZ-1021_ANBEN.biom')	0.0
62	('ZLZNCLZ', 10, 'HMP2_J09176_1_NS_T0_B0_0120_ZLZNCLZ-1023_ADM3N.biom')	0.0
63	('ZLZNCLZ', 10, 'HMP2_J09176_1_NS_T0_B0_0120_ZLZNCLZ-1023_ANBEN.biom')	0.0
64	('ZLZNCLZ', 11, 'HMP2_J09177_1_NS_T0_B0_0120_ZLZNCLZ-1025_ADM3N.biom')	0.0
65	('ZLZNCLZ', 11, 'HMP2_J09177_1_NS_T0_B0_0120_ZLZNCLZ-1025_ANBEN.biom')	0.0
66	('ZYHHR4Z', 1, 'HMP2_J09178_1_NS_T0_B0_0120_ZYHHR4Z-01_ADM3N.biom')	0.0
67	('ZYHHR4Z', 1, 'HMP2_J09178_1_NS_T0_B0_0120_ZYHHR4Z-01_ANBEN.biom')	0.0
68	('ZYHHR4Z', 2, 'HMP2_J09179_1_NS_T0_B0_0120_ZYHHR4Z-02_ADM3N.biom')	0.0
69	('ZYHHR4Z', 2, 'HMP2_J09179_1_NS_T0_B0_0120_ZYHHR4Z-02_ANBEN.biom')	0.0
70	('ZYHHR4Z', 4, 'HMP2_J09180_1_NS_T0_B0_0120_ZYHHR4Z-1023_ADM3N.biom')	0.0
71	('ZYHHR4Z', 5, 'HMP2_J09181_1_NS_T0_B0_0120_ZYHHR4Z-1024_ADM3N.biom')	0.0
72	('ZVNCGHM', 1, 'HMP2_J09183_1_NS_T0_B0_0120_ZVNCGHM-1011_ADM3N.biom')	0.0
73	('ZVNCGHM', 2, 'HMP2_J09184_1_NS_T0_B0_0120_ZVNCGHM-1013_ADM3N.biom')	0.0
74	('ZVNCGHM', 2, 'HMP2_J09184_1_NS_T0_B0_0120_ZVNCGHM-1013_B86HB.biom')	0.0
75	('ZVNCGHM', 3, 'HMP2_J09185_1_NS_T0_B0_0120_ZVNCGHM-1014_ADM3N.biom')	0.0
76	('ZVNCGHM', 5, 'HMP2_J09186_1_NS_T0_B0_0120_ZVNCGHM-1015_ADM3N.biom')	0.0
77	('ZVNCGHM', 4, 'HMP2_J09187_1_NS_T0_B0_0120_ZVNCGHM-1022_ADM3N.biom')	0.0
78	('ZX52KVK', 8, 'HMP2_J09189_1_NS_T0_B0_0120_ZX52KVK-1011_ADM3N.biom')	0.0
79	('ZX52KVK', 9, 'HMP2_J09190_1_NS_T0_B0_0120_ZX52KVK-1012_ADM3N.biom')	0.0
80	('ZX52KVK', 10, 'HMP2_J09191_1_NS_T0_B0_0120_ZX52KVK-1014_ADM3N.biom')	0.0
81	('ZOZOW1T', 41, 'HMP2_J16532_1_NS_T0_B0_0120_ZOZOW1T-84bR_AF11U.biom')	0.0
82	('ZOZOW1T', 41, 'HMP2_J16532_1_NS_T0_B0_0120_ZOZOW1T-84bR_APG7L.biom')	0.0
83	('ZOZOW1T', 49, 'HMP2_J16533_1_NS_T0_B0_0120_ZOZOW1T-6013R_APG7L.biom')	0.0
84	('ZOZOW1T', 50, 'HMP2_J16534_1_NS_T0_B0_0120_ZOZOW1T-1010R_AF11U.biom')	0.0
85	('ZOZOW1T', 50, 'HMP2_J16534_1_NS_T0_B0_0120_ZOZOW1T-1010R_APG7L.biom')	0.0
86	('ZOZOW1T', 50, 'HMP2_J16535_1_NS_T0_B0_0120_ZOZOW1T-1010L_AF11U.biom')	0.0
87	('ZOZOW1T', 57, 'HMP2_J16536_1_NS_T0_B0_0120_ZOZOW1T-6015R_AF11U.biom')	0.0
88	('ZOZOW1T', 57, 'HMP2_J16536_1_NS_T0_B0_0120_ZOZOW1T-6015R_APG7L.biom')	0.17
89	('ZOZOW1T', 57, 'HMP2_J16537_1_NS_T0_B0_0120_ZOZOW1T-6015L_AF11U.biom')	0.0
90	('ZOZOW1T', 57, 'HMP2_J16537_1_NS_T0_B0_0120_ZOZOW1T-6015L_APG7L.biom')	0.0
91	('ZOZOW1T', 60, 'HMP2_J16538_1_NS_T0_B0_0120_ZOZOW1T-6016R_AF11U.biom')	0.0
92	('ZOZOW1T', 60, 'HMP2_J16538_1_NS_T0_B0_0120_ZOZOW1T-6016R_APG7L.biom')	0.0
93	('ZOZOW1T', 60, 'HMP2_J16539_1_NS_T0_B0_0120_ZOZOW1T-6016L_AF11U.biom')	0.0
94	('ZOZOW1T', 60, 'HMP2_J16539_1_NS_T0_B0_0120_ZOZOW1T-6016L_APG7L.biom')	0.0
95	('ZOZOW1T', 63, 'HMP2_J16540_1_NS_T0_B0_0120_ZOZOW1T-1015R_AF11U.biom')	0.0
96	('ZOZOW1T', 63, 'HMP2_J16540_1_NS_T0_B0_0120_ZOZOW1T-1015R_APG7L.biom')	0.0
97	('ZOZOW1T', 65, 'HMP2_J16541_1_NS_T0_B0_0120_ZOZOW1T-6021R_AF11U.biom')	0.0
98	('ZOZOW1T', 65, 'HMP2_J16541_1_NS_T0_B0_0120_ZOZOW1T-6021R_APG7L.biom')	0.0
99	('ZOZOW1T', 53, 'HMP2_J16542_1_NS_T0_B0_0120_ZOZOW1T-1012R_AF11U.biom')	0.0
100	('ZOZOW1T', 53, 'HMP2_J16542_1_NS_T0_B0_0120_ZOZOW1T-1012R_APG7L.biom')	0.0
101	('ZOZOW1T', 53, 'HMP2_J16543_1_NS_T0_B0_0120_ZOZOW1T-1012L_AF11U.biom')	0.0
102	('ZOZOW1T', 53, 'HMP2_J16543_1_NS_T0_B0_0120_ZOZOW1T-1012L_APG7L.biom')	0.0
103	('ZOZOW1T', 51, 'HMP2_J16544_1_NS_T0_B0_0120_ZOZOW1T-6014R_AF11U.biom')	0.0
104	('ZOZOW1T', 51, 'HMP2_J16544_1_NS_T0_B0_0120_ZOZOW1T-6014R_APG7L.biom')	0.0
105	('ZOZOW1T', 51, 'HMP2_J16545_1_NS_T0_B0_0120_ZOZOW1T-6014L_AF11U.biom')	0.0
106	('ZOZOW1T', 51, 'HMP2_J16545_1_NS_T0_B0_0120_ZOZOW1T-6014L_APG7L.biom')	0.0
107	('ZOZOW1T', 73, 'HMP2_J16546_1_NS_T0_B0_0120_ZOZOW1T-6023bR_AF11U.biom')	0.0
108	('ZOZOW1T', 73, 'HMP2_J16546_1_NS_T0_B0_0120_ZOZOW1T-6023bR_APG7L.biom')	0.0
109	('ZOZOW1T', 73, 'HMP2_J16547_1_NS_T0_B0_0120_ZOZOW1T-6023bL_AF11U.biom')	0.0
110	('ZOZOW1T', 73, 'HMP2_J16547_1_NS_T0_B0_0120_ZOZOW1T-6023bL_APG7L.biom')	0.0
111	('ZOZOW1T', 40, 'HMP2_J16548_1_NS_T0_B0_0120_ZOZOW1T-83R_AF11U.biom')	0.0
112	('ZOZOW1T', 40, 'HMP2_J16548_1_NS_T0_B0_0120_ZOZOW1T-83R_APG7L.biom')	0.0
113	('ZOZOW1T', 35, 'HMP2_J16549_1_NS_T0_B0_0120_ZOZOW1T-80R_AF11U.biom')	0.0
114	('ZOZOW1T', 35, 'HMP2_J16549_1_NS_T0_B0_0120_ZOZOW1T-80R_APG7L.biom')	0.0
115	('ZOZOW1T', 20, 'HMP2_J16550_1_NS_T0_B0_0120_ZOZOW1T-68R_AF11U.biom')	0.0
116	('ZOZOW1T', 20, 'HMP2_J16550_1_NS_T0_B0_0120_ZOZOW1T-68R_APG7L.biom')	0.0
117	('ZOZOW1T', 16, 'HMP2_J16551_1_NS_T0_B0_0120_ZOZOW1T-63R_AF11U.biom')	0.0
118	('ZOZOW1T', 16, 'HMP2_J16551_1_NS_T0_B0_0120_ZOZOW1T-63R_APG7L.biom')	0.0
119	('ZOZOW1T', 14, 'HMP2_J16552_1_NS_T0_B0_0120_ZOZOW1T-61R_AF11U.biom')	0.0
120	('ZOZOW1T', 14, 'HMP2_J16552_1_NS_T0_B0_0120_ZOZOW1T-61R_APG7L.biom')	0.0
121	('ZOZOW1T', 24, 'HMP2_J16553_1_NS_T0_B0_0120_ZOZOW1T-71R_AF11U.biom')	0.0
122	('ZOZOW1T', 24, 'HMP2_J16553_1_NS_T0_B0_0120_ZOZOW1T-71R_APG7L.biom')	0.0
123	('ZOZOW1T', 18, 'HMP2_J16554_1_NS_T0_B0_0120_ZOZOW1T-65R_AF11U.biom')	0.0
124	('ZOZOW1T', 18, 'HMP2_J16554_1_NS_T0_B0_0120_ZOZOW1T-65R_APG7L.biom')	0.0
125	('ZOZOW1T', 18, 'HMP2_J16555_1_NS_T0_B0_0120_ZOZOW1T-65L_AF11U.biom')	0.0
126	('ZOZOW1T', 18, 'HMP2_J16555_1_NS_T0_B0_0120_ZOZOW1T-65L_APG7L.biom')	0.0
127	('ZOZOW1T', 19, 'HMP2_J16556_1_NS_T0_B0_0120_ZOZOW1T-66R_AF11U.biom')	0.0
128	('ZOZOW1T', 19, 'HMP2_J16556_1_NS_T0_B0_0120_ZOZOW1T-66R_APG7L.biom')	0.0
129	('ZOZOW1T', 50, 'HMP2_J27250_1_NS_T0_B0_0120_ZOZOW1T-1010L_APG7L.biom')	0.0
130	('ZOBX723', 2, 'HMP2_J28986_1_NS_T0_B0_0120_ZOBX723-1013_AN77Y.biom')	0.0
131	('ZOBX723', 9, 'HMP2_J28987_1_NS_T0_B0_0120_ZOBX723-1024_AN77Y.biom')	0.0
132	('ZN3TBJM', 2, 'HMP2_J28997_1_NS_T0_B0_0120_ZN3TBJM-02_AN77Y.biom')	1.0
133	('ZN3TBJM', 4, 'HMP2_J28998_1_NS_T0_B0_0120_ZN3TBJM-03_AN77Y.biom')	0.0
134	('ZN3TBJM', 5, 'HMP2_J28999_1_NS_T0_B0_0120_ZN3TBJM-04_AN77Y.biom')	0.0
135	('ZN3TBJM', 16, 'HMP2_J29000_1_NS_T0_B0_0120_ZN3TBJM-06_AN77Y.biom')	0.0
136	('ZN3TBJM', 17, 'HMP2_J29001_1_NS_T0_B0_0120_ZN3TBJM-07_AN77Y.biom')	0.0
137	('ZN3TBJM', 14, 'HMP2_J29002_1_NS_T0_B0_0120_ZN3TBJM-1014_AN77Y.biom')	0.0
138	('ZN3TBJM', 15, 'HMP2_J29003_1_NS_T0_B0_0120_ZN3TBJM-1015_AN77Y.biom')	0.0
139	('ZN3TBJM', 19, 'HMP2_J29004_1_NS_T0_B0_0120_ZN3TBJM-2022_AN77Y.biom')	0.0
140	('ZN3TBJM', 20, 'HMP2_J29005_1_NS_T0_B0_0120_ZN3TBJM-2023_AN77Y.biom')	0.0
141	('ZMBVNFM', 14, 'HMP2_J29010_1_NS_T0_B0_0120_ZMBVNFM-1014_AN77Y.biom')	0.0
142	('ZMBVNFM', 15, 'HMP2_J29011_1_NS_T0_B0_0120_ZMBVNFM-1015_AN77Y.biom')	0.0
143	('ZLZNCLZ', 17, 'HMP2_J29012_1_NS_T0_B0_0120_ZLZNCLZ-06_AN77Y.biom')	0.0
144	('ZLZNCLZ', 23, 'HMP2_J29013_1_NS_T0_B0_0120_ZLZNCLZ-08_AN77Y.biom')	0.0
145	('ZLZNCLZ', 18, 'HMP2_J29014_1_NS_T0_B0_0120_ZLZNCLZ-1032_AN77Y.biom')	0.0
146	('ZLZNCLZ', 20, 'HMP2_J29015_1_NS_T0_B0_0120_ZLZNCLZ-1033_AN77Y.biom')	0.0
147	('ZLZNCLZ', 21, 'HMP2_J29016_1_NS_T0_B0_0120_ZLZNCLZ-1035_AN77Y.biom')	0.0
148	('ZLZNCLZ', 22, 'HMP2_J29017_1_NS_T0_B0_0120_ZLZNCLZ-1036_AN77Y.biom')	0.0
149	('ZYLJ7R7', 2, 'HMP2_J29019_1_NS_T0_B0_0120_ZYLJ7R7-02_AN77Y.biom')	0.0
150	('ZYLJ7R7', 9, 'HMP2_J29020_1_NS_T0_B0_0120_ZYLJ7R7-1014_AN77Y.biom')	0.0
151	('ZX52KVK', 16, 'HMP2_J29021_1_NS_T0_B0_0120_ZX52KVK-04_AN77Y.biom')	0.0
152	('ZX52KVK', 22, 'HMP2_J29022_1_NS_T0_B0_0120_ZX52KVK-1034_AN77Y.biom')	0.0
153	('ZX52KVK', 18, 'HMP2_J29023_1_NS_T0_B0_0120_ZX52KVK-1022_AN77Y.biom')	0.0
154	('ZX52KVK', 19, 'HMP2_J29024_1_NS_T0_B0_0120_ZX52KVK-1032_AN77Y.biom')	0.0
155	('ZX52KVK', 20, 'HMP2_J29025_1_NS_T0_B0_0120_ZX52KVK-1033_AN77Y.biom')	0.0
156	('ZVBQY1N', 6, 'HMP2_J29027_1_NS_T0_B0_0120_ZVBQY1N-03_AN77Y.biom')	0.0
157	('ZVBQY1N', 3, 'HMP2_J29028_1_NS_T0_B0_0120_ZVBQY1N-1011_AN77Y.biom')	0.0
158	('ZVBQY1N', 4, 'HMP2_J29029_1_NS_T0_B0_0120_ZVBQY1N-1014_AN77Y.biom')	0.0
159	('ZVBQY1N', 5, 'HMP2_J29030_1_NS_T0_B0_0120_ZVBQY1N-1015_AN77Y.biom')	0.0
160	('ZVBQY1N', 8, 'HMP2_J29031_1_NS_T0_B0_0120_ZVBQY1N-1021_AN77Y.biom')	0.0
161	('ZVBQY1N', 9, 'HMP2_J29032_1_NS_T0_B0_0120_ZVBQY1N-1022_AN77Y.biom')	0.0
162	('ZVBQY1N', 10, 'HMP2_J29033_1_NS_T0_B0_0120_ZVBQY1N-1023_AN77Y.biom')	0.0
163	('ZVBQY1N', 10, 'HMP2_J29033_1_NS_T0_B0_0120_ZVBQY1N-1023_ANAV8.biom')	0.0
164	('ZVBQY1N', 11, 'HMP2_J29034_1_NS_T0_B0_0120_ZVBQY1N-1024_AN77Y.biom')	0.0
165	('ZVBQY1N', 12, 'HMP2_J29035_1_NS_T0_B0_0120_ZVBQY1N-1025_AN77Y.biom')	0.0
166	('ZL63I8R', 11, 'HMP2_J29041_1_NS_T0_B0_0120_ZL63I8R-1011_AN77Y.biom')	0.0
167	('ZL63I8R', 11, 'HMP2_J29041_1_NS_T0_B0_0120_ZL63I8R-1011_B86HB.biom')	0.0
168	('ZL63I8R', 12, 'HMP2_J29042_1_NS_T0_B0_0120_ZL63I8R-11_AN77Y.biom')	0.0
169	('ZJTKAE3', 11, 'HMP2_J29050_1_NS_T0_B0_0120_ZJTKAE3-6012_AN77Y.biom')	0.0
170	('ZJTKAE3', 5, 'HMP2_J29051_1_NS_T0_B0_0120_ZJTKAE3-1011_AN77Y.biom')	0.0
171	('ZOZOW1T', 53, 'HMP2_J34817_1_NS_T0_B0_0120_ZOZOW1T-1012_APHU6.biom')	0.0
172	('ZN9YTFN', 24, 'HMP2_J34827_1_NS_T0_B0_0120_ZN9YTFN-6034_AN77Y.biom')	0.0
173	('ZN9YTFN', 25, 'HMP2_J34828_1_NS_T0_B0_0120_ZN9YTFN-6035_AN77Y.biom')	0.0
174	('ZMBVNFM', 17, 'HMP2_J34831_1_NS_T0_B0_0120_ZMBVNFM-08_AN77Y.biom')	0.0
175	('ZYLJ7R7', 10, 'HMP2_J34834_1_NS_T0_B0_0120_ZYLJ7R7-06_ANAV8.biom')	0.0
176	('ZYHHR4Z', 13, 'HMP2_J34835_1_NS_T0_B0_0120_ZYHHR4Z-07_AN77Y.biom')	0.0
177	('ZX52KVK', 24, 'HMP2_J34839_1_NS_T0_B0_0120_ZX52KVK-6012_AN77Y.biom')	0.0
178	('ZX52KVK', 25, 'HMP2_J34840_1_NS_T0_B0_0120_ZX52KVK-6013_AN77Y.biom')	0.0
179	('ZX52KVK', 26, 'HMP2_J34841_1_NS_T0_B0_0120_ZX52KVK-6014_AN77Y.biom')	0.0
180	('ZX52KVK', 27, 'HMP2_J34842_1_NS_T0_B0_0120_ZX52KVK-6015_APHU6.biom')	0.0
181	('ZX52KVK', 28, 'HMP2_J34843_1_NS_T0_B0_0120_ZX52KVK-6016_AN77Y.biom')	0.0
182	('ZVNCGHM', 27, 'HMP2_J34845_1_NS_T0_B0_0120_ZVNCGHM-6041_AN77Y.biom')	0.0
183	('ZVNCGHM', 28, 'HMP2_J34846_1_NS_T0_B0_0120_ZVNCGHM-6042_AN77Y.biom')	0.0
184	('ZVM4N7A', 17, 'HMP2_J34848_1_NS_T0_B0_0120_ZVM4N7A-6032_AN77Y.biom')	0.0
185	('ZVBQY1N', 13, 'HMP2_J34849_1_NS_T0_B0_0120_ZVBQY1N-6011_AN77Y.biom')	0.0
186	('ZVBQY1N', 14, 'HMP2_J34850_1_NS_T0_B0_0120_ZVBQY1N-6012_AN77Y.biom')	0.0
187	('ZVBQY1N', 15, 'HMP2_J34851_1_NS_T0_B0_0120_ZVBQY1N-6013_AN77Y.biom')	0.0
188	('ZVBQY1N', 16, 'HMP2_J34852_1_NS_T0_B0_0120_ZVBQY1N-6014_AN77Y.biom')	0.0
189	('ZVBQY1N', 17, 'HMP2_J34853_1_NS_T0_B0_0120_ZVBQY1N-6015_ANAV8.biom')	0.0
190	('ZVBQY1N', 18, 'HMP2_J34854_1_NS_T0_B0_0120_ZVBQY1N-6016_ANAV8.biom')	0.0
191	('ZUPAQVU', 6, 'HMP2_J34856_1_NS_T0_B0_0120_ZUPAQVU-04_AN77Y.biom')	0.0
192	('ZUPAQVU', 6, 'HMP2_J34856_1_NS_T0_B0_0120_ZUPAQVU-04_ANAV8.biom')	0.0
193	('ZUL3S6O', 14, 'HMP2_J34857_1_NS_T0_B0_0120_ZUL3S6O-6032_AN77Y.biom')	0.0
194	('ZUL3S6O', 15, 'HMP2_J34858_1_NS_T0_B0_0120_ZUL3S6O-6033_AN77Y.biom')	0.0
195	('ZUL3S6O', 16, 'HMP2_J34859_1_NS_T0_B0_0120_ZUL3S6O-6034_AN77Y.biom')	0.0
196	('ZUL3S6O', 17, 'HMP2_J34860_1_NS_T0_B0_0120_ZUL3S6O-6035_AN77Y.biom')	0.0
197	('ZUL3S6O', 18, 'HMP2_J34861_1_NS_T0_B0_0120_ZUL3S6O-6036_AN77Y.biom')	0.0
198	('ZS78KHV', 2, 'HMP2_J34870_1_NS_T0_B0_0120_ZS78KHV-6011_AN77Y.biom')	0.0
199	('ZRLZ98T', 3, 'HMP2_J34873_1_NS_T0_B0_0120_ZRLZ98T-6012_AN77Y.biom')	0.0
200	('ZRLZ98T', 3, 'HMP2_J34873_1_NS_T0_B0_0120_ZRLZ98T-6012_ANAV8.biom')	0.0
201	('ZRLZ98T', 4, 'HMP2_J34874_1_NS_T0_B0_0120_ZRLZ98T-6013_ANAV8.biom')	0.0
202	('ZRLZ98T', 5, 'HMP2_J34875_1_NS_T0_B0_0120_ZRLZ98T-6014_ANAV8.biom')	0.0
203	('ZRLZ98T', 6, 'HMP2_J34876_1_NS_T0_B0_0120_ZRLZ98T-6015_AN77Y.biom')	0.0
204	('ZRLZ98T', 6, 'HMP2_J34876_1_NS_T0_B0_0120_ZRLZ98T-6015_ANAV8.biom')	0.0
205	('ZRLZ98T', 7, 'HMP2_J34877_1_NS_T0_B0_0120_ZRLZ98T-6016_AN77Y.biom')	0.0
206	('ZRB0F6P', 1, 'HMP2_J34879_1_NS_T0_B0_0120_ZRB0F6P-01_ANAV8.biom')	0.5
207	('ZRB0F6P', 1, 'HMP2_J34879_1_NS_T1_B0_0120_ZRB0F6P-01_ANAV8.biom')	0.5
208	('ZRA5YD8', 2, 'HMP2_J34881_1_NS_T0_B0_0120_ZRA5YD8-1011_ANAV8.biom')	0.0
209	('ZRA5YD8', 3, 'HMP2_J34882_1_NS_T0_B0_0120_ZRA5YD8-2014_AN77Y.biom')	0.0
210	('ZRA5YD8', 3, 'HMP2_J34882_1_NS_T0_B0_0120_ZRA5YD8-2014_ANAV8.biom')	0.5
211	('ZRA5YD8', 3, 'HMP2_J34882_1_NS_T1_B0_0120_ZRA5YD8-2014_ANAV8.biom')	0.5
212	('ZR3WH7V', 2, 'HMP2_J34885_1_NS_T0_B0_0120_ZR3WH7V-6011_AN77Y.biom')	0.0
